pid,date,f_wifi:phone_wifi_connected_rapids_countscans:14dhist,f_wifi:phone_wifi_connected_rapids_uniquedevices:14dhist,f_wifi:phone_wifi_connected_rapids_countscansmostuniquedevice:14dhist,f_wifi:phone_wifi_connected_rapids_countscans_dis:14dhist,f_wifi:phone_wifi_connected_rapids_uniquedevices_dis:14dhist,f_wifi:phone_wifi_connected_rapids_countscansmostuniquedevice_dis:14dhist,f_wifi:phone_wifi_connected_rapids_countscans_norm:14dhist,f_wifi:phone_wifi_connected_rapids_uniquedevices_norm:14dhist,f_wifi:phone_wifi_connected_rapids_countscansmostuniquedevice_norm:14dhist,f_wifi:phone_wifi_connected_rapids_countscans:7dhist,f_wifi:phone_wifi_connected_rapids_uniquedevices:7dhist,f_wifi:phone_wifi_connected_rapids_countscansmostuniquedevice:7dhist,f_wifi:phone_wifi_connected_rapids_countscans_dis:7dhist,f_wifi:phone_wifi_connected_rapids_uniquedevices_dis:7dhist,f_wifi:phone_wifi_connected_rapids_countscansmostuniquedevice_dis:7dhist,f_wifi:phone_wifi_connected_rapids_countscans_norm:7dhist,f_wifi:phone_wifi_connected_rapids_uniquedevices_norm:7dhist,f_wifi:phone_wifi_connected_rapids_countscansmostuniquedevice_norm:7dhist,f_wifi:phone_wifi_connected_rapids_countscans:afternoon,f_wifi:phone_wifi_connected_rapids_uniquedevices:afternoon,f_wifi:phone_wifi_connected_rapids_countscansmostuniquedevice:afternoon,f_wifi:phone_wifi_connected_rapids_countscans_dis:afternoon,f_wifi:phone_wifi_connected_rapids_uniquedevices_dis:afternoon,f_wifi:phone_wifi_connected_rapids_countscansmostuniquedevice_dis:afternoon,f_wifi:phone_wifi_connected_rapids_countscans_norm:afternoon,f_wifi:phone_wifi_connected_rapids_uniquedevices_norm:afternoon,f_wifi:phone_wifi_connected_rapids_countscansmostuniquedevice_norm:afternoon,f_wifi:phone_wifi_connected_rapids_countscans:allday,f_wifi:phone_wifi_connected_rapids_uniquedevices:allday,f_wifi:phone_wifi_connected_rapids_countscansmostuniquedevice:allday,f_wifi:phone_wifi_connected_rapids_countscans_dis:allday,f_wifi:phone_wifi_connected_rapids_uniquedevices_dis:allday,f_wifi:phone_wifi_connected_rapids_countscansmostuniquedevice_dis:allday,f_wifi:phone_wifi_connected_rapids_countscans_norm:allday,f_wifi:phone_wifi_connected_rapids_uniquedevices_norm:allday,f_wifi:phone_wifi_connected_rapids_countscansmostuniquedevice_norm:allday,f_wifi:phone_wifi_connected_rapids_countscans:evening,f_wifi:phone_wifi_connected_rapids_uniquedevices:evening,f_wifi:phone_wifi_connected_rapids_countscansmostuniquedevice:evening,f_wifi:phone_wifi_connected_rapids_countscans_dis:evening,f_wifi:phone_wifi_connected_rapids_uniquedevices_dis:evening,f_wifi:phone_wifi_connected_rapids_countscansmostuniquedevice_dis:evening,f_wifi:phone_wifi_connected_rapids_countscans_norm:evening,f_wifi:phone_wifi_connected_rapids_uniquedevices_norm:evening,f_wifi:phone_wifi_connected_rapids_countscansmostuniquedevice_norm:evening,f_wifi:phone_wifi_connected_rapids_countscans:morning,f_wifi:phone_wifi_connected_rapids_uniquedevices:morning,f_wifi:phone_wifi_connected_rapids_countscansmostuniquedevice:morning,f_wifi:phone_wifi_connected_rapids_countscans_dis:morning,f_wifi:phone_wifi_connected_rapids_uniquedevices_dis:morning,f_wifi:phone_wifi_connected_rapids_countscansmostuniquedevice_dis:morning,f_wifi:phone_wifi_connected_rapids_countscans_norm:morning,f_wifi:phone_wifi_connected_rapids_uniquedevices_norm:morning,f_wifi:phone_wifi_connected_rapids_countscansmostuniquedevice_norm:morning,f_wifi:phone_wifi_connected_rapids_countscans:night,f_wifi:phone_wifi_connected_rapids_uniquedevices:night,f_wifi:phone_wifi_connected_rapids_countscansmostuniquedevice:night,f_wifi:phone_wifi_connected_rapids_countscans_dis:night,f_wifi:phone_wifi_connected_rapids_uniquedevices_dis:night,f_wifi:phone_wifi_connected_rapids_countscansmostuniquedevice_dis:night,f_wifi:phone_wifi_connected_rapids_countscans_norm:night,f_wifi:phone_wifi_connected_rapids_uniquedevices_norm:night,f_wifi:phone_wifi_connected_rapids_countscansmostuniquedevice_norm:night,f_wifi:phone_wifi_connected_rapids_countscans:weekday,f_wifi:phone_wifi_connected_rapids_uniquedevices:weekday,f_wifi:phone_wifi_connected_rapids_countscansmostuniquedevice:weekday,f_wifi:phone_wifi_connected_rapids_countscans_dis:weekday,f_wifi:phone_wifi_connected_rapids_uniquedevices_dis:weekday,f_wifi:phone_wifi_connected_rapids_countscansmostuniquedevice_dis:weekday,f_wifi:phone_wifi_connected_rapids_countscans_norm:weekday,f_wifi:phone_wifi_connected_rapids_uniquedevices_norm:weekday,f_wifi:phone_wifi_connected_rapids_countscansmostuniquedevice_norm:weekday,f_wifi:phone_wifi_connected_rapids_countscans:weekend,f_wifi:phone_wifi_connected_rapids_uniquedevices:weekend,f_wifi:phone_wifi_connected_rapids_countscansmostuniquedevice:weekend,f_wifi:phone_wifi_connected_rapids_countscans_dis:weekend,f_wifi:phone_wifi_connected_rapids_uniquedevices_dis:weekend,f_wifi:phone_wifi_connected_rapids_countscansmostuniquedevice_dis:weekend,f_wifi:phone_wifi_connected_rapids_countscans_norm:weekend,f_wifi:phone_wifi_connected_rapids_uniquedevices_norm:weekend,f_wifi:phone_wifi_connected_rapids_countscansmostuniquedevice_norm:weekend
INS-W_1080,2021-04-30,1672.0,38.0,673.0,l,l,l,-0.7087926172776212,-0.1162790697674419,-0.2018209408194233,751.0,30.0,278.0,l,m,l,-0.6019461416610091,0.0,-0.3524059716793746,55.0,7.0,11.0,l,m,l,-0.2073170731707317,0.2222222222222222,-0.3155603917301415,209.0,10.0,38.0,l,m,l,-0.2791878172588832,0.0,-0.4532967032967034,52.0,4.0,,l,l,,-0.2368421052631578,-0.25,,47.0,5.0,10.0,l,m,l,-0.051413881748072,0.1428571428571428,-0.6257242178447278,55.0,5.0,17.0,m,m,l,-0.0327064595257563,0.1666666666666666,-0.2902374670184697,751.0,30.0,278.0,l,h,l,-0.4462996918035346,0.0647948164146868,-0.6216530849825378,,,,,,,,,
INS-W_1080,2021-05-01,1777.0,35.0,565.0,l,l,l,-0.6703409382209691,-0.1797040169133193,-0.283763277693475,1107.0,30.0,278.0,l,m,l,-0.4005431093007467,0.0,-0.3524059716793746,88.0,4.0,,h,l,,0.1951219512195122,-0.1111111111111111,,356.0,4.0,,h,l,,0.467005076142132,-0.4615384615384615,,59.0,4.0,,l,l,,-0.1447368421052631,-0.25,,106.0,2.0,,h,l,,0.7069408740359902,-0.2857142857142857,,103.0,4.0,,h,l,,0.7522485690923959,0.0,,,,,,,,,,,,,,,,,,,
INS-W_1080,2021-05-02,1950.0,35.0,481.0,l,l,l,-0.6069872193942946,-0.1797040169133193,-0.3474962063732928,1519.0,31.0,278.0,l,m,l,-0.167458701063589,0.0344827586206896,-0.3524059716793746,128.0,5.0,,h,l,,0.6829268292682927,0.0,,412.0,6.0,,h,l,,0.751269035532995,-0.3076923076923077,,143.0,5.0,,h,l,,0.9605263157894736,-0.125,,73.0,3.0,,h,l,,0.282776349614396,-0.1428571428571428,,68.0,4.0,,h,l,,0.1798855273916599,0.0,,,,,,,,,,,768.0,6.0,,h,l,,0.8006756756756757,-0.5,
INS-W_1080,2021-05-03,1976.0,33.0,477.0,l,l,l,-0.5974658512469331,-0.2219873150105709,-0.3505311077389985,1739.0,31.0,376.0,l,m,l,-0.0429961529757863,0.0344827586206896,-0.226821298135452,70.0,7.0,30.0,m,m,m,-0.024390243902439,0.2222222222222222,0.0979325353645266,220.0,7.0,98.0,l,l,m,-0.2233502538071066,-0.2307692307692307,-0.0412087912087912,44.0,5.0,13.0,l,l,l,-0.3421052631578947,-0.125,-0.1131221719457013,39.0,2.0,32.0,l,l,m,-0.154241645244216,-0.2857142857142857,-0.115874855156431,67.0,4.0,23.0,h,l,l,0.1635322976287817,0.0,-0.1319261213720317,,,,,,,,,,,,,,,,,,
INS-W_1080,2021-05-04,1952.0,39.0,475.0,l,l,l,-0.6062548064598822,-0.0951374207188161,-0.3520485584218513,1952.0,39.0,475.0,h,h,m,0.0775062231274043,0.3103448275862069,-0.0999551483308771,62.0,8.0,22.0,l,h,m,-0.1219512195121951,0.3333333333333333,-0.0761697497279652,213.0,17.0,99.0,l,h,m,-0.2588832487309644,0.5384615384615384,-0.0343406593406593,44.0,10.0,8.0,l,h,l,-0.3421052631578947,0.5,-0.2262443438914027,57.0,8.0,30.0,h,h,l,0.077120822622108,0.5714285714285714,-0.1622247972190034,50.0,4.0,39.0,l,l,h,-0.1144726083401471,0.0,0.2902374670184697,,,,,,,,,,,,,,,,,,
INS-W_1080,2021-05-05,2161.0,41.0,575.0,l,l,l,-0.5297176548137841,-0.0528541226215645,-0.2761760242792109,1909.0,34.0,475.0,h,h,m,0.0531794523647884,0.1379310344827586,-0.0999551483308771,43.0,5.0,23.0,l,l,m,-0.3536585365853658,0.0,-0.0544069640914037,209.0,10.0,100.0,l,m,m,-0.2791878172588832,0.0,-0.0274725274725274,69.0,7.0,29.0,m,m,h,-0.0131578947368421,0.125,0.248868778280543,52.0,6.0,20.0,m,h,l,0.012853470437018,0.2857142857142857,-0.3939745075318656,45.0,4.0,28.0,l,l,m,-0.196238757154538,0.0,0.0,,,,,,,,,,,,,,,,,,
INS-W_1080,2021-05-06,2512.0,47.0,708.0,l,h,l,-0.401179184824404,0.0739957716701903,-0.1752655538694992,1970.0,31.0,468.0,h,m,m,0.0876895225164064,0.0344827586206896,-0.108925482155443,101.0,9.0,54.0,h,h,h,0.3536585365853658,0.4444444444444444,0.6202393906420023,351.0,18.0,133.0,h,h,h,0.4416243654822335,0.6153846153846154,0.1991758241758242,155.0,12.0,37.0,h,h,h,1.118421052631579,0.75,0.4298642533936653,51.0,7.0,17.0,m,h,l,0.0,0.4285714285714285,-0.4634994206257242,44.0,7.0,25.0,l,h,m,-0.2125919869174162,0.5,-0.079155672823219,,,,,,,,,,,,,,,,,,
INS-W_1080,2021-05-07,2777.0,48.0,823.0,l,h,m,-0.3041344710147581,0.0951374207188161,-0.0880121396054628,2026.0,32.0,545.0,h,h,m,0.1193708983933016,0.0689655172413793,-0.0102518100852181,75.0,9.0,36.0,m,h,h,0.0365853658536585,0.4444444444444444,0.2285092491838956,265.0,11.0,115.0,m,m,m,0.0050761421319796,0.0769230769230769,0.0755494505494505,72.0,6.0,13.0,m,m,l,0.0263157894736842,0.0,-0.1131221719457013,46.0,3.0,38.0,l,l,m,-0.06426735218509,-0.1428571428571428,0.0231749710312862,72.0,5.0,28.0,h,m,m,0.2452984464431725,0.1666666666666666,0.0,1258.0,29.0,545.0,l,m,m,-0.0507158740685834,0.0215982721382289,0.0,,,,,,,,,
INS-W_1080,2021-05-08,3038.0,48.0,927.0,l,h,m,-0.2085545830739371,0.0951374207188161,-0.0091047040971168,1931.0,32.0,649.0,h,h,m,0.0656257071735686,0.0689655172413793,0.123021721022618,59.0,6.0,20.0,l,m,l,-0.1585365853658536,0.1111111111111111,-0.1196953210010881,261.0,8.0,104.0,m,l,m,-0.015228426395939,-0.1538461538461538,0.0,71.0,6.0,30.0,m,m,h,0.0131578947368421,0.0,0.2714932126696833,38.0,1.0,38.0,l,l,m,-0.167095115681234,-0.4285714285714285,0.0231749710312862,93.0,3.0,16.0,h,l,l,0.5887162714636142,-0.1666666666666666,-0.316622691292876,,,,,,,,,,,,,,,,,,
INS-W_1080,2021-05-09,3318.0,50.0,1027.0,l,h,m,-0.106016772256198,0.1374207188160677,0.0667678300455235,1799.0,31.0,749.0,m,m,m,-0.0090518216791129,0.0344827586206896,0.2511693470878451,110.0,7.0,25.0,h,m,m,0.4634146341463415,0.2222222222222222,-0.0108813928182807,280.0,10.0,100.0,m,m,m,0.0812182741116751,0.0,-0.0274725274725274,71.0,7.0,9.0,m,m,l,0.0131578947368421,0.125,-0.2036199095022625,43.0,1.0,43.0,l,l,h,-0.102827763496144,-0.4285714285714285,0.1390498261877172,56.0,5.0,23.0,m,m,l,-0.0163532297628781,0.1666666666666666,-0.1319261213720317,,,,,,,,,,541.0,12.0,204.0,m,m,m,0.0337837837837837,0.0,0.0413223140495867
