pid,date,f_wifi:phone_wifi_connected_rapids_countscans:14dhist,f_wifi:phone_wifi_connected_rapids_uniquedevices:14dhist,f_wifi:phone_wifi_connected_rapids_countscansmostuniquedevice:14dhist,f_wifi:phone_wifi_connected_rapids_countscans_dis:14dhist,f_wifi:phone_wifi_connected_rapids_uniquedevices_dis:14dhist,f_wifi:phone_wifi_connected_rapids_countscansmostuniquedevice_dis:14dhist,f_wifi:phone_wifi_connected_rapids_countscans_norm:14dhist,f_wifi:phone_wifi_connected_rapids_uniquedevices_norm:14dhist,f_wifi:phone_wifi_connected_rapids_countscansmostuniquedevice_norm:14dhist,f_wifi:phone_wifi_connected_rapids_countscans:7dhist,f_wifi:phone_wifi_connected_rapids_uniquedevices:7dhist,f_wifi:phone_wifi_connected_rapids_countscansmostuniquedevice:7dhist,f_wifi:phone_wifi_connected_rapids_countscans_dis:7dhist,f_wifi:phone_wifi_connected_rapids_uniquedevices_dis:7dhist,f_wifi:phone_wifi_connected_rapids_countscansmostuniquedevice_dis:7dhist,f_wifi:phone_wifi_connected_rapids_countscans_norm:7dhist,f_wifi:phone_wifi_connected_rapids_uniquedevices_norm:7dhist,f_wifi:phone_wifi_connected_rapids_countscansmostuniquedevice_norm:7dhist,f_wifi:phone_wifi_connected_rapids_countscans:afternoon,f_wifi:phone_wifi_connected_rapids_uniquedevices:afternoon,f_wifi:phone_wifi_connected_rapids_countscansmostuniquedevice:afternoon,f_wifi:phone_wifi_connected_rapids_countscans_dis:afternoon,f_wifi:phone_wifi_connected_rapids_uniquedevices_dis:afternoon,f_wifi:phone_wifi_connected_rapids_countscansmostuniquedevice_dis:afternoon,f_wifi:phone_wifi_connected_rapids_countscans_norm:afternoon,f_wifi:phone_wifi_connected_rapids_uniquedevices_norm:afternoon,f_wifi:phone_wifi_connected_rapids_countscansmostuniquedevice_norm:afternoon,f_wifi:phone_wifi_connected_rapids_countscans:allday,f_wifi:phone_wifi_connected_rapids_uniquedevices:allday,f_wifi:phone_wifi_connected_rapids_countscansmostuniquedevice:allday,f_wifi:phone_wifi_connected_rapids_countscans_dis:allday,f_wifi:phone_wifi_connected_rapids_uniquedevices_dis:allday,f_wifi:phone_wifi_connected_rapids_countscansmostuniquedevice_dis:allday,f_wifi:phone_wifi_connected_rapids_countscans_norm:allday,f_wifi:phone_wifi_connected_rapids_uniquedevices_norm:allday,f_wifi:phone_wifi_connected_rapids_countscansmostuniquedevice_norm:allday,f_wifi:phone_wifi_connected_rapids_countscans:evening,f_wifi:phone_wifi_connected_rapids_uniquedevices:evening,f_wifi:phone_wifi_connected_rapids_countscansmostuniquedevice:evening,f_wifi:phone_wifi_connected_rapids_countscans_dis:evening,f_wifi:phone_wifi_connected_rapids_uniquedevices_dis:evening,f_wifi:phone_wifi_connected_rapids_countscansmostuniquedevice_dis:evening,f_wifi:phone_wifi_connected_rapids_countscans_norm:evening,f_wifi:phone_wifi_connected_rapids_uniquedevices_norm:evening,f_wifi:phone_wifi_connected_rapids_countscansmostuniquedevice_norm:evening,f_wifi:phone_wifi_connected_rapids_countscans:morning,f_wifi:phone_wifi_connected_rapids_uniquedevices:morning,f_wifi:phone_wifi_connected_rapids_countscansmostuniquedevice:morning,f_wifi:phone_wifi_connected_rapids_countscans_dis:morning,f_wifi:phone_wifi_connected_rapids_uniquedevices_dis:morning,f_wifi:phone_wifi_connected_rapids_countscansmostuniquedevice_dis:morning,f_wifi:phone_wifi_connected_rapids_countscans_norm:morning,f_wifi:phone_wifi_connected_rapids_uniquedevices_norm:morning,f_wifi:phone_wifi_connected_rapids_countscansmostuniquedevice_norm:morning,f_wifi:phone_wifi_connected_rapids_countscans:night,f_wifi:phone_wifi_connected_rapids_uniquedevices:night,f_wifi:phone_wifi_connected_rapids_countscansmostuniquedevice:night,f_wifi:phone_wifi_connected_rapids_countscans_dis:night,f_wifi:phone_wifi_connected_rapids_uniquedevices_dis:night,f_wifi:phone_wifi_connected_rapids_countscansmostuniquedevice_dis:night,f_wifi:phone_wifi_connected_rapids_countscans_norm:night,f_wifi:phone_wifi_connected_rapids_uniquedevices_norm:night,f_wifi:phone_wifi_connected_rapids_countscansmostuniquedevice_norm:night,f_wifi:phone_wifi_connected_rapids_countscans:weekday,f_wifi:phone_wifi_connected_rapids_uniquedevices:weekday,f_wifi:phone_wifi_connected_rapids_countscansmostuniquedevice:weekday,f_wifi:phone_wifi_connected_rapids_countscans_dis:weekday,f_wifi:phone_wifi_connected_rapids_uniquedevices_dis:weekday,f_wifi:phone_wifi_connected_rapids_countscansmostuniquedevice_dis:weekday,f_wifi:phone_wifi_connected_rapids_countscans_norm:weekday,f_wifi:phone_wifi_connected_rapids_uniquedevices_norm:weekday,f_wifi:phone_wifi_connected_rapids_countscansmostuniquedevice_norm:weekday,f_wifi:phone_wifi_connected_rapids_countscans:weekend,f_wifi:phone_wifi_connected_rapids_uniquedevices:weekend,f_wifi:phone_wifi_connected_rapids_countscansmostuniquedevice:weekend,f_wifi:phone_wifi_connected_rapids_countscans_dis:weekend,f_wifi:phone_wifi_connected_rapids_uniquedevices_dis:weekend,f_wifi:phone_wifi_connected_rapids_countscansmostuniquedevice_dis:weekend,f_wifi:phone_wifi_connected_rapids_countscans_norm:weekend,f_wifi:phone_wifi_connected_rapids_uniquedevices_norm:weekend,f_wifi:phone_wifi_connected_rapids_countscansmostuniquedevice_norm:weekend
INS-W_607,2020-04-24,1623.0,15.0,1500.0,m,h,m,0.0418316515519223,0.3088803088803089,0.1001260327685198,640.0,9.0,594.0,l,m,l,-0.4250651309474839,0.1075268817204301,-0.3296863603209336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,351.0,5.0,329.0,l,l,l,-0.9523809523809524,-0.1785714285714286,-0.8582721626199887,,,,,,,,,
INS-W_607,2020-04-25,1517.0,16.0,1394.0,m,h,m,-0.0258653723336313,0.3861003861003861,0.0259067357512953,535.0,8.0,483.0,l,m,l,-0.569038804332922,0.0,-0.4916119620714806,3.0,2.0,2.0,l,m,m,-2.0,0.3333333333333333,-2.0,39.0,4.0,20.0,l,m,l,-1.0014306151645207,0.25,-1.3373493975903614,36.0,3.0,18.0,l,h,l,0.0,0.3333333333333333,-0.7239819004524888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INS-W_607,2020-04-26,1514.0,14.0,1346.0,m,m,m,-0.0277813258398262,0.2316602316602316,-0.0077020025206553,534.0,8.0,434.0,l,m,l,-0.5704099821746881,0.0,-0.563092633114515,36.0,4.0,22.0,l,m,m,0.0,1.0,-0.9210526315789476,144.0,5.0,85.0,l,h,l,0.0,0.5,-0.5542168674698795,36.0,2.0,,l,l,,0.0,0.0,,36.0,4.0,27.0,l,h,l,0.0,0.6666666666666666,-0.2197802197802198,36.0,1.0,36.0,l,l,h,0.0,-0.5,0.0666666666666666,,,,,,,,,,183.0,6.0,105.0,l,m,l,-0.4514187446259672,0.1020408163265306,-0.6025758969641215
INS-W_607,2020-04-27,1514.0,15.0,1313.0,m,h,m,-0.0277813258398262,0.3088803088803089,-0.0308080100826214,534.0,9.0,403.0,l,m,l,-0.5704099821746881,0.1075268817204301,-0.6083150984682714,36.0,1.0,36.0,l,m,m,0.0,0.0,0.0,144.0,4.0,102.0,l,m,l,0.0,0.25,-0.3493975903614458,36.0,4.0,31.0,l,h,l,0.0,0.6666666666666666,-0.1357466063348416,36.0,2.0,35.0,l,l,m,0.0,0.0,0.0732600732600732,36.0,1.0,,l,l,,0.0,-0.5,,,,,,,,,,,,,,,,,,,
INS-W_607,2020-04-28,1476.0,15.0,1261.0,m,h,m,-0.0520500702516285,0.3088803088803089,-0.0672174765439014,496.0,8.0,347.0,l,m,l,-0.622514740161799,0.0,-0.6900072939460248,35.0,2.0,25.0,l,m,m,-0.1104972375690608,0.3333333333333333,-0.7236842105263158,107.0,3.0,80.0,l,l,l,-0.3528850739151168,0.0,-0.6144578313253012,,,,,,,,,,36.0,3.0,22.0,l,h,l,0.0,0.3333333333333333,-0.402930402930403,36.0,2.0,33.0,l,l,l,0.0,0.0,-0.1333333333333333,,,,,,,,,,,,,,,,,,
INS-W_607,2020-04-29,1415.0,14.0,1205.0,m,m,m,-0.0910077915442585,0.2316602316602316,-0.1064276711945105,517.0,7.0,369.0,l,l,l,-0.5937200054847114,-0.1075268817204301,-0.6579139314369074,36.0,1.0,36.0,l,m,m,0.0,0.0,0.0,83.0,2.0,82.0,l,l,l,-0.5817835002384358,-0.25,-0.5903614457831325,36.0,2.0,35.0,l,l,m,0.0,0.0,0.0452488687782805,11.0,1.0,11.0,l,l,l,-0.9157509157509158,-0.3333333333333333,-0.805860805860806,,,,,,,,,,,,,,,,,,,,,,,,,,,
INS-W_607,2020-04-30,1443.0,14.0,1206.0,m,m,m,-0.0731255588197726,0.2316602316602316,-0.1057274891471782,661.0,7.0,482.0,l,l,l,-0.3962703962703963,-0.1075268817204301,-0.4930707512764405,36.0,1.0,36.0,l,m,m,0.0,0.0,0.0,144.0,3.0,113.0,l,l,l,0.0,0.0,-0.216867469879518,36.0,3.0,8.0,l,h,l,0.0,0.3333333333333333,-1.1764705882352942,36.0,1.0,36.0,l,l,h,0.0,-0.3333333333333333,0.1098901098901099,36.0,2.0,33.0,l,l,l,0.0,0.0,-0.1333333333333333,,,,,,,,,,,,,,,,,,
INS-W_607,2020-05-01,1332.0,12.0,1076.0,m,m,l,-0.1440158385489845,0.0772200772200772,-0.1967511553003781,692.0,7.0,482.0,m,l,l,-0.3537638831756479,-0.1075268817204301,-0.4930707512764405,,,,,,,,,,31.0,1.0,,l,l,,-1.077730090605627,-0.5,,,,,,,,,,,,,,,,,,,,31.0,1.0,,l,l,,-2.0,-0.5,,509.0,5.0,377.0,l,l,l,-0.5098039215686274,-0.1785714285714286,-0.7227555053642011,,,,,,,,,
INS-W_607,2020-05-02,1188.0,11.0,945.0,m,m,l,-0.2359816068463405,0.0,-0.2884750035009102,653.0,6.0,462.0,l,l,l,-0.4072398190045249,-0.2150537634408602,-0.5222465353756383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INS-W_607,2020-05-03,1121.0,10.0,882.0,l,l,l,-0.2787712351513603,-0.0772200772200772,-0.3325864724828455,587.0,6.0,448.0,l,l,l,-0.497737556561086,-0.2150537634408602,-0.5426695842450766,36.0,2.0,35.0,l,m,m,0.0,0.3333333333333333,-0.0657894736842105,78.0,4.0,71.0,l,m,l,-0.6294706723891272,0.25,-0.7228915662650602,36.0,3.0,30.0,l,h,l,0.0,0.3333333333333333,-0.1809954751131222,6.0,1.0,6.0,l,l,l,-1.098901098901099,-0.3333333333333333,-0.9890109890109892,,,,,,,,,,,,,,,,,,,78.0,4.0,71.0,l,l,l,-0.9028374892519344,-0.3061224489795919,-0.7589696412143515
